,rewards
1284,139.0
1285,121.0
1286,100.0
1287,95.0
1288,120.0
1289,129.0
1290,120.0
1291,155.0
1292,135.0
1293,108.0
1294,156.0
1295,140.0
1296,124.0
1297,131.0
1298,129.0
1299,121.0
1300,134.0
1301,126.0
1302,169.0
1303,92.0
1304,131.0
1305,129.0
1306,137.0
1307,105.0
1308,123.0
1309,90.0
1310,115.0
1311,150.0
1312,96.0
1313,93.0
1314,139.0
1315,120.0
1316,154.0
1317,115.0
1318,85.0
1319,118.0
1320,132.0
1321,83.0
1322,129.0
1323,114.0
1324,134.0
1325,174.0
1326,98.0
1327,132.0
1328,101.0
1329,135.0
1330,127.0
1331,107.0
1332,111.0
1333,124.0
1334,88.0
1335,151.0
1336,130.0
1337,154.0
1338,95.0
1339,76.0
1340,122.0
1341,102.0
1342,139.0
1343,156.0
1344,121.0
1345,96.0
1346,134.0
1347,98.0
1348,101.0
1349,126.0
1350,113.0
1351,117.0
1352,103.0
1353,160.0
1354,150.0
1355,149.0
1356,137.0
1357,105.0
1358,114.0
1359,107.0
1360,121.0
1361,101.0
1362,117.0
1363,103.0
1364,108.0
1365,122.0
1366,127.0
1367,117.0
1368,132.0
1369,151.0
1370,138.0
1371,153.0
1372,87.0
1373,155.0
1374,94.0
1375,103.0
1376,108.0
1377,144.0
1378,103.0
1379,88.0
1380,138.0
1381,112.0
1382,100.0
1383,98.0
1384,149.0
1385,127.0
1386,117.0
1387,111.0
1388,128.0
1389,101.0
1390,118.0
1391,99.0
1392,114.0
1393,153.0
1394,122.0
1395,129.0
1396,84.0
1397,135.0
1398,119.0
1399,134.0
1400,111.0
1401,96.0
1402,145.0
1403,107.0
1404,87.0
1405,138.0
1406,121.0
1407,123.0
1408,122.0
1409,108.0
1410,116.0
1411,169.0
1412,134.0
1413,182.0
1414,102.0
1415,136.0
1416,173.0
1417,119.0
1418,100.0
1419,150.0
1420,106.0
1421,141.0
1422,143.0
1423,129.0
1424,127.0
1425,142.0
1426,114.0
1427,100.0
1428,105.0
1429,151.0
1430,133.0
1431,81.0
1432,136.0
1433,178.0
1434,140.0
1435,108.0
1436,138.0
1437,137.0
1438,77.0
1439,96.0
1440,117.0
1441,150.0
1442,135.0
1443,145.0
1444,125.0
1445,154.0
1446,138.0
1447,129.0
1448,152.0
1449,126.0
1450,150.0
1451,107.0
1452,112.0
1453,143.0
1454,140.0
1455,147.0
1456,157.0
1457,164.0
1458,154.0
1459,131.0
1460,155.0
1461,157.0
1462,126.0
1463,147.0
1464,118.0
1465,164.0
1466,117.0
1467,119.0
1468,101.0
1469,147.0
1470,193.0
1471,165.0
1472,139.0
1473,230.0
1474,130.0
1475,145.0
1476,140.0
1477,141.0
1478,111.0
1479,125.0
1480,181.0
1481,228.0
1482,406.0
1483,134.0
1484,150.0
1485,120.0
1486,89.0
1487,310.0
1488,120.0
1489,97.0
1490,166.0
1491,345.0
1492,138.0
1493,107.0
1494,85.0
1495,113.0
1496,130.0
1497,146.0
1498,276.0
1499,130.0
1500,227.0
1501,233.0
1502,128.0
1503,211.0
1504,209.0
1505,393.0
1506,132.0
1507,500.0
1508,248.0
1509,347.0
1510,500.0
1511,159.0
1512,500.0
1513,417.0
1514,500.0
1515,428.0
1516,156.0
1517,500.0
1518,463.0
1519,333.0
1520,379.0
1521,150.0
1522,500.0
1523,373.0
1524,500.0
1525,298.0
1526,480.0
1527,402.0
1528,500.0
1529,500.0
1530,500.0
1531,500.0
1532,500.0
1533,500.0
1534,500.0
1535,500.0
1536,500.0
1537,349.0
1538,500.0
1539,500.0
1540,500.0
1541,325.0
1542,500.0
1543,500.0
1544,500.0
1545,500.0
1546,500.0
1547,500.0
1548,500.0
1549,500.0
1550,500.0
1551,500.0
1552,500.0
1553,500.0
1554,500.0
1555,500.0
1556,500.0
1557,500.0
1558,500.0
1559,500.0
1560,500.0
1561,500.0
1562,500.0
1563,500.0
1564,500.0
1565,500.0
1566,131.0
1567,500.0
1568,358.0
1569,323.0
1570,301.0
1571,500.0
1572,295.0
1573,158.0
1574,434.0
1575,500.0
1576,254.0
1577,410.0
1578,208.0
1579,500.0
1580,500.0
1581,500.0
1582,479.0
1583,500.0
1584,373.0
1585,500.0
1586,500.0
1587,500.0
1588,500.0
1589,500.0
1590,500.0
1591,500.0
1592,500.0
1593,500.0
1594,500.0
1595,500.0
1596,500.0
1597,500.0
1598,500.0
1599,500.0
1600,500.0
1601,500.0
1602,500.0
1603,500.0
1604,254.0
1605,445.0
1606,258.0
1607,463.0
1608,291.0
1609,500.0
1610,500.0
1611,500.0
1612,440.0
1613,500.0
1614,500.0
1615,500.0
1616,500.0
1617,500.0
1618,154.0
1619,500.0
1620,500.0
1621,500.0
1622,500.0
1623,500.0
1624,500.0
1625,500.0
1626,500.0
1627,500.0
1628,500.0
1629,500.0
1630,133.0
1631,500.0
1632,500.0
1633,500.0
1634,500.0
1635,500.0
1636,500.0
1637,500.0
1638,500.0
1639,139.0
1640,461.0
1641,500.0
1642,500.0
1643,500.0
1644,500.0
1645,500.0
1646,500.0
1647,500.0
1648,500.0
1649,500.0
1650,500.0
1651,500.0
1652,500.0
1653,471.0
1654,500.0
1655,500.0
1656,500.0
1657,500.0
1658,469.0
1659,500.0
1660,500.0
1661,500.0
1662,500.0
1663,500.0
1664,231.0
1665,500.0
1666,500.0
1667,500.0
1668,500.0
1669,335.0
1670,500.0
1671,500.0
1672,500.0
1673,500.0
1674,500.0
1675,222.0
1676,500.0
1677,500.0
1678,500.0
1679,500.0
1680,183.0
1681,500.0
1682,129.0
1683,500.0
1684,500.0
1685,500.0
1686,500.0
1687,500.0
1688,500.0
1689,500.0
1690,500.0
1691,500.0
1692,500.0
1693,500.0
1694,500.0
1695,500.0
1696,500.0
1697,500.0
1698,500.0
1699,500.0
1700,500.0
1701,500.0
1702,500.0
1703,500.0
1704,500.0
1705,500.0
1706,500.0
1707,500.0
1708,500.0
1709,500.0
1710,500.0
1711,500.0
1712,500.0
1713,500.0
1714,500.0
1715,500.0
1716,500.0
1717,500.0
1718,500.0
1719,500.0
1720,500.0
1721,245.0
1722,500.0
1723,500.0
1724,500.0
1725,500.0
1726,500.0
1727,500.0
1728,500.0
1729,500.0
1730,500.0
1731,500.0
1732,500.0
1733,500.0
1734,500.0
1735,500.0
1736,500.0
1737,500.0
1738,500.0
1739,500.0
1740,500.0
1741,500.0
1742,500.0
1743,500.0
1744,500.0
1745,500.0
1746,500.0
1747,500.0
1748,500.0
1749,500.0
1750,500.0
1751,500.0
1752,500.0
1753,500.0
1754,500.0
1755,293.0
1756,500.0
1757,500.0
1758,500.0
1759,500.0
1760,500.0
1761,500.0
1762,500.0
1763,500.0
1764,500.0
1765,500.0
1766,500.0
1767,500.0
1768,500.0
1769,500.0
1770,500.0
1771,500.0
1772,500.0
1773,500.0
1774,500.0
1775,500.0
1776,500.0
1777,500.0
1778,500.0
1779,500.0
1780,500.0
1781,500.0
1782,500.0
1783,500.0
1784,500.0
1785,500.0
1786,500.0
1787,500.0
1788,500.0
1789,500.0
1790,500.0
1791,500.0
1792,341.0
1793,277.0
1794,500.0
1795,500.0
1796,500.0
1797,500.0
1798,500.0
1799,500.0
1800,500.0
1801,500.0
1802,388.0
1803,500.0
1804,500.0
1805,500.0
1806,500.0
1807,500.0
1808,500.0
1809,500.0
1810,500.0
1811,500.0
1812,500.0
1813,500.0
1814,500.0
1815,457.0
1816,500.0
1817,500.0
1818,500.0
1819,500.0
1820,500.0
1821,500.0
1822,500.0
1823,500.0
1824,500.0
1825,500.0
1826,500.0
1827,500.0
1828,500.0
1829,500.0
1830,500.0
1831,500.0
1832,425.0
1833,500.0
1834,500.0
1835,500.0
1836,500.0
1837,500.0
1838,500.0
1839,500.0
1840,500.0
1841,500.0
1842,500.0
1843,500.0
1844,500.0
1845,500.0
1846,500.0
1847,474.0
1848,500.0
1849,500.0
1850,500.0
1851,500.0
1852,500.0
1853,500.0
1854,500.0
1855,500.0
1856,500.0
1857,500.0
1858,500.0
1859,500.0
1860,500.0
1861,500.0
1862,500.0
1863,500.0
1864,500.0
1865,500.0
1866,500.0
1867,500.0
1868,500.0
1869,500.0
1870,500.0
1871,500.0
1872,500.0
1873,500.0
1874,500.0
1875,500.0
1876,500.0
1877,500.0
1878,500.0
1879,500.0
1880,500.0
1881,500.0
1882,500.0
1883,500.0
1884,500.0
1885,500.0
1886,500.0
1887,500.0
1888,500.0
1889,500.0
1890,500.0
1891,500.0
1892,500.0
1893,500.0
1894,500.0
1895,500.0
1896,500.0
1897,500.0
1898,500.0
1899,500.0
1900,500.0
1901,500.0
1902,500.0
1903,500.0
1904,500.0
1905,500.0
1906,500.0
1907,500.0
1908,500.0
1909,500.0
1910,500.0
1911,500.0
1912,500.0
1913,500.0
1914,500.0
1915,500.0
1916,500.0
1917,500.0
1918,500.0
1919,500.0
1920,500.0
1921,500.0
1922,500.0
1923,500.0
1924,500.0
1925,500.0
1926,500.0
1927,500.0
1928,500.0
1929,500.0
1930,500.0
1931,500.0
1932,500.0
1933,500.0
1934,500.0
1935,500.0
1936,500.0
1937,500.0
1938,500.0
1939,500.0
1940,500.0
1941,500.0
1942,500.0
1943,500.0
1944,500.0
1945,500.0
1946,500.0
1947,500.0
1948,500.0
1949,500.0
1950,500.0
1951,500.0
1952,500.0
1953,500.0
1954,500.0
1955,500.0
1956,500.0
1957,500.0
1958,500.0
1959,500.0
1960,500.0
1961,500.0
1962,500.0
1963,500.0
1964,500.0
1965,500.0
1966,500.0
1967,500.0
1968,500.0
1969,500.0
1970,500.0
1971,500.0
1972,500.0
1973,500.0
1974,500.0
1975,500.0
1976,500.0
1977,500.0
1978,500.0
1979,500.0
1980,500.0
1981,500.0
1982,500.0
1983,500.0
1984,500.0
1985,500.0
1986,500.0
1987,500.0
1988,500.0
1989,500.0
1990,500.0
1991,500.0
1992,500.0
1993,500.0
1994,500.0
1995,500.0
1996,500.0
1997,500.0
1998,500.0
1999,500.0
2000,500.0
2001,500.0
2002,500.0
2003,500.0
2004,500.0
2005,500.0
2006,500.0
2007,500.0
2008,500.0
2009,500.0
2010,500.0
2011,242.0
2012,500.0
2013,500.0
2014,500.0
2015,500.0
2016,500.0
2017,500.0
2018,500.0
2019,500.0
2020,500.0
2021,500.0
2022,500.0
2023,500.0
2024,500.0
2025,500.0
2026,500.0
2027,500.0
2028,500.0
2029,500.0
2030,500.0
2031,500.0
2032,500.0
2033,500.0
2034,500.0
2035,500.0
2036,500.0
2037,500.0
2038,500.0
2039,500.0
2040,500.0
2041,500.0
2042,500.0
2043,500.0
2044,500.0
2045,500.0
2046,500.0
2047,500.0
2048,332.0
2049,500.0
2050,500.0
2051,500.0
2052,500.0
2053,500.0
2054,500.0
2055,500.0
2056,500.0
2057,500.0
2058,500.0
2059,500.0
2060,500.0
2061,500.0
2062,500.0
2063,500.0
2064,500.0
2065,500.0
2066,500.0
2067,415.0
2068,500.0
2069,500.0
2070,500.0
2071,346.0
2072,240.0
2073,500.0
2074,241.0
2075,500.0
2076,500.0
2077,374.0
2078,500.0
2079,500.0
2080,500.0
2081,500.0
2082,500.0
2083,500.0
2084,500.0
2085,500.0
2086,500.0
2087,500.0
2088,500.0
2089,500.0
2090,500.0
2091,500.0
2092,500.0
2093,500.0
2094,500.0
2095,500.0
2096,233.0
2097,500.0
2098,500.0
2099,500.0
2100,500.0
2101,500.0
2102,500.0
2103,500.0
2104,500.0
2105,500.0
2106,500.0
2107,500.0
2108,500.0
2109,500.0
2110,500.0
2111,500.0
2112,500.0
2113,238.0
2114,500.0
2115,500.0
2116,500.0
2117,500.0
2118,500.0
2119,500.0
2120,500.0
2121,500.0
2122,500.0
2123,500.0
2124,500.0
2125,500.0
2126,500.0
2127,500.0
2128,500.0
2129,500.0
2130,500.0
2131,500.0
2132,500.0
2133,500.0
2134,500.0
2135,500.0
2136,500.0
2137,500.0
2138,500.0
